ID	prediction	label
9421	b'14101010'	b'14101010'
11370	b'17101010'	b'17101010'
11795	b'1261010'	b'1261010'
10888	b'24101010'	b'24101010'
1547	b'51101010'	b'51101010'
2494	b'21101010'	b'21101010'
255	b'11101010'	b'11101010'
5733	b'77101010'	b'77101010'
2497	b'610101010'	b'610101010'
2071	b'74101010'	b'74101010'
10607	b'40101010'	b'40101010'
2707	b'27101010'	b'27101010'
9538	b'34101010'	b'310101010'
9606	b'10101010'	b'10101010'
8701	b'22101010'	b'22101010'
742	b'36101010'	b'36101010'
7892	b'37101010'	b'37101010'
8519	b'8811010'	b'8841010'
6480	b'810101010'	b'810101010'
7215	b'35101010'	b'35101010'
10609	b'22101010'	b'22101010'
5122	b'37101010'	b'37101010'
3561	b'11101010'	b'11101010'
4545	b'2781010'	b'2781010'
1610	b'18101010'	b'18101010'
11043	b'57101010'	b'57101010'
3241	b'64101010'	b'64101010'
3248	b'29101010'	b'29101010'
5709	b'19101010'	b'19101010'
11277	b'44101010'	b'44101010'
1334	b'610101010'	b'610101010'
5211	b'10101010'	b'10101010'
10639	b'210101010'	b'210101010'
1270	b'110101010'	b'110101010'
9126	b'3151010'	b'3151010'
4177	b'20101010'	b'20101010'
4918	b'22101010'	b'22101010'
4582	b'11101010'	b'11101010'
12210	b'1041010'	b'1041010'
3476	b'13101010'	b'13101010'
12552	b'86101010'	b'86101010'
7987	b'510101010'	b'510101010'
4914	b'1611010'	b'1611010'
10275	b'1731010'	b'1731010'
5419	b'2911010'	b'2911010'
2991	b'34101010'	b'34101010'
5326	b'48101010'	b'48101010'
9171	b'89101010'	b'89101010'
8203	b'35101010'	b'35101010'
6857	b'79101010'	b'79101010'
1498	b'11101010'	b'11101010'
4005	b'1071010'	b'1071010'
5887	b'610101010'	b'610101010'
3762	b'48101010'	b'48101010'
653	b'310101010'	b'310101010'
11756	b'1701010'	b'1701010'
6775	b'10101010'	b'10101010'
11062	b'21101010'	b'21101010'
3830	b'46101010'	b'46101010'
9984	b'47101010'	b'17101010'
9097	b'510101010'	b'510101010'
3491	b'1481010'	b'1481010'
8545	b'20101010'	b'20101010'
10507	b'1281010'	b'1281010'
5411	b'60101010'	b'60101010'
778	b'1211010'	b'1211010'
11962	b'62101010'	b'62101010'
12601	b'67101010'	b'67101010'
10590	b'110101010'	b'110101010'
4821	b'29101010'	b'29101010'
1160	b'21101010'	b'21101010'
10576	b'74101010'	b'14101010'
10949	b'167910'	b'167910'
4966	b'14101010'	b'14101010'
4454	b'32101010'	b'20101010'
9063	b'65101010'	b'65101010'
12869	b'910101010'	b'910101010'
1266	b'17101010'	b'17101010'
12246	b'610101010'	b'610101010'
10912	b'29101010'	b'29101010'
10416	b'1761010'	b'1761010'
1447	b'2051010'	b'2051010'
12473	b'3411010'	b'3411010'
10271	b'410101010'	b'410101010'
9725	b'810101010'	b'810101010'
340	b'68101010'	b'88101010'
4091	b'11101010'	b'11101010'
12775	b'32101010'	b'32101010'
5379	b'91101010'	b'91101010'
10591	b'910101010'	b'910101010'
2004	b'810101010'	b'810101010'
9029	b'111910'	b'177910'
11474	b'97101010'	b'97101010'
6562	b'610101010'	b'610101010'
4437	b'40101010'	b'40101010'
5666	b'71101010'	b'71101010'
9609	b'24101010'	b'24101010'
13063	b'58101010'	b'58101010'
4106	b'44101010'	b'44101010'
8663	b'13101010'	b'13101010'
7718	b'10101010'	b'10101010'
6130	b'15101010'	b'15101010'
2187	b'410101010'	b'42101010'
7486	b'42101010'	b'42101010'
7397	b'1741010'	b'1741010'
2421	b'58101010'	b'58101010'
9510	b'310101010'	b'310101010'
7150	b'39101010'	b'39101010'
2531	b'41101010'	b'41101010'
6418	b'5101010'	b'5101010'
6757	b'310101010'	b'310101010'
2532	b'2651010'	b'3301010'
2733	b'90101010'	b'90101010'
10567	b'19101010'	b'19101010'
6405	b'78101010'	b'78101010'
1940	b'12101010'	b'12101010'
2706	b'810101010'	b'810101010'
2387	b'25101010'	b'25101010'
6938	b'35101010'	b'35101010'
8639	b'3031010'	b'3031010'
6252	b'34101010'	b'34101010'
11363	b'62101010'	b'52101010'
11420	b'810101010'	b'810101010'
10363	b'44101010'	b'44101010'
11606	b'24101010'	b'24101010'
11997	b'31101010'	b'31101010'
12319	b'27101010'	b'2271010'
6438	b'60101010'	b'60101010'
10083	b'1421010'	b'1121010'
993	b'12101010'	b'12101010'
12282	b'710101010'	b'710101010'
3186	b'12101010'	b'12101010'
1220	b'19101010'	b'19101010'
5876	b'87101010'	b'87101010'
10421	b'31101010'	b'31101010'
595	b'10101010'	b'10101010'
2232	b'70101010'	b'710101010'
1121	b'33101010'	b'33101010'
4059	b'410101010'	b'410101010'
1896	b'710101010'	b'710101010'
428	b'610101010'	b'610101010'
868	b'910101010'	b'910101010'
5804	b'510101010'	b'510101010'
12174	b'14101010'	b'14101010'
4474	b'2341010'	b'2341010'
9969	b'510101010'	b'510101010'
1393	b'29101010'	b'29101010'
1744	b'1581010'	b'1581010'
12021	b'1081010'	b'1081010'
11594	b'31101010'	b'31101010'
12255	b'1981010'	b'1981010'
4253	b'31101010'	b'31101010'
10120	b'510101010'	b'510101010'
7591	b'24101010'	b'24101010'
7147	b'97101010'	b'97101010'
3659	b'2161010'	b'2161010'
11675	b'27101010'	b'27101010'
4800	b'68101010'	b'68101010'
9110	b'46101010'	b'46101010'
6818	b'55101010'	b'55101010'
13014	b'1491010'	b'1491010'
8527	b'1891010'	b'1891010'
5781	b'44101010'	b'44101010'
11809	b'32101010'	b'32101010'
10694	b'1251010'	b'1251010'
10063	b'29101010'	b'29101010'
9344	b'43101010'	b'43101010'
4603	b'810101010'	b'810101010'
8960	b'410101010'	b'410101010'
6099	b'56101010'	b'56101010'
959	b'92101010'	b'92101010'
12399	b'110101010'	b'110101010'
2236	b'210101010'	b'210101010'
6000	b'31101010'	b'31101010'
8721	b'13101010'	b'13101010'
4485	b'1621010'	b'1621010'
7289	b'510101010'	b'510101010'
11046	b'38101010'	b'38101010'
7782	b'810101010'	b'610101010'
8851	b'35101010'	b'35101010'
12859	b'310101010'	b'310101010'
8374	b'22101010'	b'22101010'
4996	b'27101010'	b'27101010'
5976	b'40101010'	b'40101010'
2951	b'410101010'	b'410101010'
1215	b'92101010'	b'92101010'
51	b'17101010'	b'17101010'
6001	b'2721010'	b'2721010'
11885	b'11101010'	b'11101010'
5780	b'33101010'	b'33101010'
4377	b'910101010'	b'910101010'
3003	b'5491010'	b'6481010'
673	b'310101010'	b'310101010'
1560	b'16101010'	b'16101010'
201	b'30101010'	b'30101010'
5390	b'10101010'	b'10101010'
12482	b'68101010'	b'68101010'
5964	b'12101010'	b'12101010'
6323	b'110101010'	b'110101010'
4342	b'51101010'	b'51101010'
10660	b'31101010'	b'31101010'
6533	b'89101010'	b'89101010'
7179	b'18101010'	b'18101010'
9664	b'2281010'	b'2281010'
8155	b'1391010'	b'1391010'
12073	b'50101010'	b'50101010'
11516	b'89101010'	b'89101010'
5171	b'510101010'	b'510101010'
184	b'36101010'	b'36101010'
6544	b'27101010'	b'27101010'
753	b'94101010'	b'94101010'
588	b'310101010'	b'310101010'
12748	b'24101010'	b'24101010'
8335	b'13101010'	b'13101010'
546	b'710101010'	b'710101010'
3127	b'76101010'	b'76101010'
4209	b'24101010'	b'24101010'
2027	b'32101010'	b'32101010'
1813	b'6501010'	b'6501010'
1585	b'11101010'	b'11101010'
9284	b'1701010'	b'1701010'
2677	b'80101010'	b'80101010'
3096	b'17101010'	b'1701010'
2632	b'2661010'	b'26101010'
3662	b'23101010'	b'23101010'
6255	b'310101010'	b'310101010'
12431	b'74101010'	b'74101010'
1060	b'2081010'	b'2081010'
8127	b'44101010'	b'44101010'
6172	b'65101010'	b'65101010'
4508	b'110101010'	b'110101010'
13007	b'3281010'	b'3281010'
394	b'3861010'	b'3861010'
3295	b'17101010'	b'17101010'
5114	b'79101010'	b'19101010'
943	b'12101010'	b'12101010'
3063	b'59101010'	b'09101010'
12429	b'47101010'	b'47101010'
8485	b'36101010'	b'36101010'
4024	b'710101010'	b'710101010'
10501	b'35101010'	b'35101010'
9047	b'16101010'	b'16101010'
5918	b'36101010'	b'36101010'
535	b'84101010'	b'84101010'
2222	b'21101010'	b'21101010'
6752	b'2871010'	b'2871010'
6336	b'14101010'	b'14101010'
13044	b'15101010'	b'15101010'
5065	b'1031010'	b'1031010'
319	b'10101010'	b'10101010'
3395	b'14101010'	b'14101010'
1237	b'1821010'	b'1821010'
8354	b'1301010'	b'1301010'
11733	b'11101010'	b'50101010'
1425	b'1801010'	b'1801010'
7375	b'20101010'	b'20101010'
12628	b'19101010'	b'19101010'
2669	b'15101010'	b'15101010'
9276	b'1891010'	b'1891010'
5164	b'2081010'	b'2081010'
12397	b'12101010'	b'12101010'
10040	b'16101010'	b'16101010'
6146	b'77101010'	b'27101010'
12461	b'36101010'	b'36101010'
6970	b'810101010'	b'810101010'
10168	b'55101010'	b'55101010'
12989	b'310101010'	b'310101010'
1664	b'310101010'	b'310101010'
5597	b'6941010'	b'6941010'
2063	b'10101010'	b'10101010'
6978	b'25101010'	b'25101010'
9971	b'1011010'	b'1011010'
7532	b'22101010'	b'22101010'
1665	b'14101010'	b'14101010'
9243	b'78101010'	b'78101010'
5874	b'43101010'	b'43101010'
12964	b'1271010'	b'1271010'
12200	b'77101010'	b'77101010'
10508	b'610101010'	b'610101010'
2993	b'2151010'	b'2151010'
11749	b'41101010'	b'41101010'
12836	b'88101010'	b'88101010'
6498	b'30101010'	b'30101010'
9809	b'21101010'	b'21101010'
4797	b'21101010'	b'21101010'
1976	b'210101010'	b'210101010'
11660	b'1181010'	b'1181010'
6961	b'12101010'	b'12101010'
1819	b'36101010'	b'36101010'
1914	b'68101010'	b'68101010'
8641	b'68101010'	b'68101010'
1372	b'38101010'	b'38101010'
6045	b'73101010'	b'73101010'
11193	b'710101010'	b'710101010'
5722	b'1271010'	b'1271010'
4401	b'2701010'	b'2701010'
7256	b'710101010'	b'710101010'
11026	b'41101010'	b'41101010'
2068	b'1151010'	b'1151010'
45	b'17101010'	b'17101010'
8425	b'1601010'	b'1601010'
1967	b'10101010'	b'10101010'
4208	b'45101010'	b'45101010'
8222	b'99101010'	b'99101010'
4406	b'510101010'	b'510101010'
7675	b'410101010'	b'410101010'
241	b'17101010'	b'17101010'
6302	b'28101010'	b'28101010'
7783	b'15101010'	b'15101010'
10185	b'210101010'	b'210101010'
10753	b'77101010'	b'77101010'
7709	b'52101010'	b'52101010'
427	b'50101010'	b'50101010'
3536	b'510101010'	b'510101010'
10943	b'510101010'	b'510101010'
2142	b'10101010'	b'10101010'
4761	b'1511010'	b'1511010'
4561	b'58101010'	b'58101010'
6385	b'52101010'	b'52101010'
1400	b'40101010'	b'44101010'
10011	b'1721010'	b'1721010'
9160	b'31101010'	b'31101010'
654	b'50101010'	b'50101010'
7672	b'1971010'	b'1971010'
10972	b'63101010'	b'63101010'
9751	b'6161010'	b'6161010'
6144	b'31101010'	b'31101010'
5161	b'30101010'	b'30101010'
10836	b'58101010'	b'58101010'
11968	b'10101010'	b'10101010'
9485	b'2951010'	b'2951010'
10086	b'32101010'	b'32101010'
11941	b'48101010'	b'48101010'
2741	b'1251010'	b'1251010'
9634	b'510101010'	b'510101010'
10654	b'16101010'	b'16101010'
4140	b'27101010'	b'27101010'
3460	b'310101010'	b'310101010'
2767	b'15101010'	b'15101010'
1473	b'37101010'	b'310101010'
6447	b'310101010'	b'310101010'
12362	b'28101010'	b'28101010'
9584	b'3101010'	b'3101010'
6695	b'40101010'	b'40101010'
11318	b'26101010'	b'26101010'
3271	b'79101010'	b'79101010'
2264	b'10101010'	b'10101010'
5142	b'23101010'	b'23101010'
2851	b'32101010'	b'32101010'
9490	b'11101010'	b'11101010'
1	b'510101010'	b'510101010'
2159	b'15101010'	b'15101010'
5075	b'410101010'	b'410101010'
12432	b'22101010'	b'22101010'
4685	b'12101010'	b'12101010'
12050	b'3011010'	b'30101010'
3791	b'14101010'	b'14101010'
1115	b'36101010'	b'60101010'
7243	b'20101010'	b'20101010'
4942	b'63101010'	b'63101010'
7174	b'63101010'	b'63101010'
11219	b'16101010'	b'16101010'
2176	b'46101010'	b'46101010'
10614	b'18101010'	b'18101010'
9901	b'45101010'	b'45101010'
12646	b'310101010'	b'310101010'
7152	b'1901010'	b'1901010'
7822	b'41101010'	b'41101010'
8580	b'37101010'	b'37101010'
6794	b'83101010'	b'83101010'
1355	b'21101010'	b'21101010'
12414	b'31101010'	b'31101010'
10927	b'74101010'	b'74101010'
6841	b'24101010'	b'210101010'
11836	b'40101010'	b'40101010'
9855	b'79101010'	b'79101010'
12463	b'2551010'	b'25101010'
9990	b'13101010'	b'13101010'
2025	b'29101010'	b'29101010'
3374	b'307010'	b'307010'
3566	b'90101010'	b'90101010'
3382	b'19101010'	b'19101010'
6260	b'54101010'	b'54101010'
9330	b'1281010'	b'1201010'
10767	b'62101010'	b'62101010'
2157	b'12101010'	b'12101010'
12959	b'1411010'	b'1471010'
359	b'28101010'	b'28101010'
1127	b'210101010'	b'210101010'
12838	b'32101010'	b'32101010'
30	b'81101010'	b'81101010'
10493	b'310101010'	b'310101010'
6723	b'910101010'	b'910101010'
4206	b'17101010'	b'17101010'
6802	b'37101010'	b'37101010'
3597	b'1241010'	b'1241010'
4487	b'23101010'	b'23101010'
2480	b'20101010'	b'20101010'
12842	b'50101010'	b'50101010'
465	b'52101010'	b'52101010'
9723	b'44101010'	b'44101010'
1403	b'1371010'	b'1371010'
11300	b'12101010'	b'12101010'
1624	b'110101010'	b'110101010'
5831	b'910101010'	b'910101010'
2146	b'39101010'	b'39101010'
9125	b'7121010'	b'1121010'
6120	b'21101010'	b'21101010'
3997	b'78101010'	b'78101010'
2704	b'2011010'	b'2011010'
9591	b'21101010'	b'21101010'
5152	b'710101010'	b'710101010'
7187	b'61101010'	b'61101010'
2452	b'59101010'	b'59101010'
11744	b'28101010'	b'28101010'
9888	b'70101010'	b'70101010'
9767	b'71101010'	b'71101010'
5905	b'310101010'	b'310101010'
9027	b'28101010'	b'28101010'
9057	b'36101010'	b'36101010'
12515	b'210101010'	b'210101010'
12547	b'70101010'	b'70101010'
7996	b'12101010'	b'12101010'
526	b'210101010'	b'210101010'
7803	b'75101010'	b'75101010'
675	b'1421010'	b'1421010'
7748	b'29101010'	b'29101010'
10553	b'910101010'	b'910101010'
8220	b'16101010'	b'16101010'
1470	b'23101010'	b'23101010'
2729	b'1751010'	b'1751010'
6286	b'210101010'	b'210101010'
3831	b'62101010'	b'62101010'
4543	b'510101010'	b'510101010'
616	b'75101010'	b'75101010'
334	b'1071010'	b'7101010'
3346	b'910101010'	b'910101010'
11625	b'17101010'	b'17101010'
161	b'4151010'	b'15101010'
10336	b'210101010'	b'210101010'
10772	b'30101010'	b'30101010'
6871	b'510101010'	b'50101010'
10738	b'910101010'	b'910101010'
10596	b'6001010'	b'6001010'
10028	b'39101010'	b'39101010'
12891	b'1281010'	b'1281010'
7053	b'79101010'	b'79101010'
8086	b'12101010'	b'12101010'
10111	b'43101010'	b'43101010'
8769	b'2991010'	b'2991010'
12086	b'41101010'	b'41101010'
11544	b'61101010'	b'61101010'
11748	b'15101010'	b'15101010'
3598	b'23101010'	b'23101010'
5291	b'110101010'	b'110101010'
2453	b'14101010'	b'14101010'
10706	b'28101010'	b'28101010'
11392	b'38101010'	b'38101010'
8989	b'15101010'	b'15101010'
136	b'31101010'	b'31101010'
9181	b'12101010'	b'12101010'
5750	b'49101010'	b'49101010'
5798	b'21101010'	b'21101010'
6450	b'21101010'	b'21101010'
12137	b'910101010'	b'910101010'
6467	b'16101010'	b'16101010'
6433	b'210101010'	b'210101010'
4594	b'40101010'	b'40101010'
12126	b'3171010'	b'3171010'
6089	b'40101010'	b'40101010'
2749	b'45101010'	b'45101010'
7442	b'47101010'	b'47101010'
3368	b'310101010'	b'310101010'
11027	b'14101010'	b'14101010'
10151	b'210101010'	b'210101010'
9782	b'25101010'	b'25101010'
8121	b'810101010'	b'810101010'
1697	b'57101010'	b'57101010'
358	b'610101010'	b'610101010'
4450	b'12101010'	b'12101010'
4383	b'20101010'	b'20101010'
5359	b'20101010'	b'20101010'
10690	b'43101010'	b'43101010'
9451	b'53101010'	b'53101010'
3572	b'21101010'	b'21101010'
1352	b'3121010'	b'3121010'
6975	b'3051010'	b'3051010'
1588	b'51101010'	b'51101010'
1290	b'44101010'	b'44101010'
456	b'41101010'	b'41101010'
2641	b'4601010'	b'4601010'
12052	b'810101010'	b'810101010'
4252	b'1211010'	b'1211010'
2224	b'3611010'	b'3611010'
9581	b'44101010'	b'84101010'
7060	b'80101010'	b'80101010'
12613	b'14101010'	b'14101010'
5317	b'13101010'	b'13101010'
1549	b'60101010'	b'60101010'
11943	b'55101010'	b'55101010'
11800	b'23101010'	b'23101010'
332	b'1511010'	b'1511010'
3531	b'29101010'	b'29101010'
10425	b'283910'	b'283810'
8393	b'46101010'	b'46101010'
7618	b'41101010'	b'41101010'
12197	b'20101010'	b'20101010'
5470	b'1481010'	b'48101010'
2916	b'310101010'	b'310101010'
10311	b'510101010'	b'510101010'
4418	b'41101010'	b'41101010'
6478	b'710101010'	b'710101010'
2417	b'15101010'	b'15101010'
12832	b'32101010'	b'32101010'
9347	b'55101010'	b'55101010'
8437	b'18101010'	b'18101010'
10669	b'94101010'	b'94101010'
6143	b'59101010'	b'59101010'
1717	b'93101010'	b'93101010'
67	b'96101010'	b'96101010'
8095	b'17101010'	b'17101010'
8433	b'410101010'	b'410101010'
9491	b'32101010'	b'32101010'
13008	b'19101010'	b'19101010'
3026	b'20101010'	b'20101010'
3644	b'20101010'	b'20101010'
34	b'24101010'	b'24101010'
902	b'30101010'	b'30101010'
5673	b'910101010'	b'910101010'
3450	b'19101010'	b'19101010'
8798	b'30101010'	b'30101010'
4792	b'12101010'	b'12101010'
10055	b'72101010'	b'72101010'
1707	b'56101010'	b'56101010'
5596	b'29101010'	b'29101010'
8243	b'12101010'	b'12101010'
10236	b'54101010'	b'54101010'
7738	b'26101010'	b'26101010'
3741	b'510101010'	b'510101010'
3795	b'18101010'	b'18101010'
11029	b'11101010'	b'11101010'
7192	b'94101010'	b'94101010'
5652	b'33101010'	b'33101010'
3422	b'24101010'	b'24101010'
2116	b'7761010'	b'76101010'
10692	b'77101010'	b'77101010'
8685	b'1771010'	b'1771010'
5358	b'910101010'	b'910101010'
3029	b'95101010'	b'95101010'
10453	b'1571010'	b'1571010'
8544	b'1271010'	b'1271010'
8490	b'42101010'	b'42101010'
4318	b'52101010'	b'52101010'
12079	b'40101010'	b'40101010'
4980	b'48101010'	b'48101010'
1458	b'25101010'	b'25101010'
7723	b'25101010'	b'25101010'
12598	b'13101010'	b'13101010'
11703	b'1001010'	b'1001010'
7018	b'2431010'	b'2431010'
2748	b'12101010'	b'12101010'
4132	b'733410'	b'7341010'
2725	b'49101010'	b'49101010'
2255	b'21101010'	b'21101010'
2688	b'75101010'	b'75101010'
3728	b'22101010'	b'22101010'
6625	b'17101010'	b'17101010'
1792	b'79101010'	b'79101010'
4991	b'24101010'	b'24101010'
1590	b'710101010'	b'710101010'
11596	b'310101010'	b'310101010'
3610	b'21101010'	b'21101010'
476	b'84101010'	b'84101010'
12474	b'1121010'	b'1121010'
9449	b'910101010'	b'910101010'
1088	b'610101010'	b'610101010'
2730	b'22101010'	b'22101010'
11620	b'1201010'	b'1201010'
3488	b'40101010'	b'40101010'
7769	b'21101010'	b'21101010'
5327	b'30101010'	b'30101010'
5908	b'52101010'	b'52101010'
12875	b'45101010'	b'45101010'
10756	b'1241010'	b'1241010'
9392	b'28101010'	b'28101010'
2784	b'1611010'	b'1611010'
4722	b'1001010'	b'1001010'
7516	b'16101010'	b'16101010'
613	b'310101010'	b'310101010'
7026	b'2191010'	b'2191010'
9124	b'310101010'	b'310101010'
9404	b'17101010'	b'17101010'
11655	b'36101010'	b'36101010'
6449	b'27101010'	b'27101010'
5602	b'74101010'	b'74101010'
3808	b'1371010'	b'1371010'
5884	b'310101010'	b'310101010'
6653	b'51101010'	b'51101010'
813	b'310101010'	b'510101010'
8984	b'810101010'	b'810101010'
5728	b'8031010'	b'8031010'
3500	b'53101010'	b'53101010'
10771	b'510101010'	b'510101010'
6108	b'2731010'	b'2731010'
12215	b'16101010'	b'16101010'
1724	b'21101010'	b'21101010'
846	b'70101010'	b'70101010'
6041	b'210101010'	b'210101010'
10351	b'22101010'	b'22101010'
12973	b'15101010'	b'15101010'
1584	b'37101010'	b'37101010'
12331	b'2541010'	b'2541010'
12747	b'187910'	b'187910'
13051	b'12101010'	b'12101010'
11985	b'910101010'	b'910101010'
6341	b'93101010'	b'93101010'
11229	b'36101010'	b'36101010'
6618	b'410101010'	b'410101010'
766	b'810101010'	b'810101010'
4957	b'42101010'	b'42101010'
10905	b'42101010'	b'42101010'
8918	b'19101010'	b'1911010'
9980	b'87101010'	b'87101010'
647	b'26101010'	b'26101010'
11384	b'28101010'	b'28101010'
4157	b'98101010'	b'98101010'
4605	b'17101010'	b'17101010'
6100	b'12101010'	b'12101010'
64	b'19101010'	b'19101010'
7534	b'11101010'	b'11101010'
9477	b'81101010'	b'81101010'
2506	b'410101010'	b'410101010'
1149	b'7041010'	b'7041010'
5878	b'43101010'	b'43101010'
279	b'77101010'	b'47101010'
3041	b'3811010'	b'3811010'
8117	b'89101010'	b'89101010'
8295	b'910101010'	b'910101010'
8462	b'30101010'	b'30101010'
12286	b'18101010'	b'18101010'
2613	b'46101010'	b'46101010'
769	b'210101010'	b'110101010'
6964	b'22101010'	b'22101010'
4173	b'210101010'	b'210101010'
13003	b'1561010'	b'1561010'
4853	b'510101010'	b'510101010'
5911	b'41101010'	b'41101010'
3169	b'63101010'	b'63101010'
483	b'75101010'	b'73101010'
9198	b'29101010'	b'29101010'
11335	b'15101010'	b'15101010'
7610	b'96101010'	b'96101010'
10047	b'2811010'	b'2811010'
5894	b'110101010'	b'110101010'
3611	b'72101010'	b'72101010'
12063	b'58101010'	b'58101010'
274	b'76101010'	b'76101010'
1059	b'54101010'	b'54101010'
6397	b'16101010'	b'16101010'
8469	b'310101010'	b'310101010'
1747	b'20101010'	b'20101010'
6647	b'810101010'	b'810101010'
2751	b'20101010'	b'20101010'
8696	b'47101010'	b'47101010'
7391	b'15101010'	b'15101010'
10620	b'13101010'	b'13101010'
6675	b'29101010'	b'29101010'
9897	b'3521010'	b'3521010'
8193	b'810101010'	b'810101010'
3202	b'35101010'	b'35101010'
1723	b'1291010'	b'1291010'
2440	b'4651010'	b'4651010'
7968	b'310101010'	b'310101010'
8271	b'52101010'	b'52101010'
1898	b'36101010'	b'36101010'
10961	b'29101010'	b'29101010'
10386	b'32101010'	b'32101010'
13010	b'20101010'	b'20101010'
4424	b'46101010'	b'46101010'
10314	b'13101010'	b'13101010'
11091	b'27101010'	b'27101010'
1401	b'1051010'	b'1051010'
10956	b'58101010'	b'58101010'
1456	b'1251010'	b'1251010'
1190	b'1071010'	b'1071010'
4150	b'91101010'	b'91101010'
8819	b'21101010'	b'21101010'
9087	b'2541010'	b'2541010'
4832	b'15101010'	b'15101010'
8812	b'34101010'	b'34101010'
11415	b'2081010'	b'2081010'
8179	b'7991010'	b'7991010'
4920	b'18101010'	b'18101010'
10237	b'6961010'	b'6961010'
11232	b'3591010'	b'3591010'
3243	b'23101010'	b'23101010'
6386	b'12101010'	b'12101010'
10019	b'62101010'	b'62101010'
3171	b'11101010'	b'11101010'
2066	b'65101010'	b'65101010'
10587	b'310101010'	b'310101010'
5843	b'1741010'	b'710101010'
4812	b'210101010'	b'210101010'
10550	b'33101010'	b'33101010'
7873	b'15101010'	b'15101010'
3018	b'310101010'	b'310101010'
4664	b'1141010'	b'1141010'
11837	b'1221010'	b'1221010'
4719	b'10101010'	b'10101010'
12496	b'12101010'	b'12101010'
1445	b'710101010'	b'710101010'
9145	b'210101010'	b'210101010'
3663	b'1971010'	b'1971010'
11503	b'1281010'	b'1281010'
8432	b'210101010'	b'210101010'
3459	b'60101010'	b'60101010'
11804	b'21101010'	b'21101010'
11410	b'18101010'	b'18101010'
10543	b'38101010'	b'38101010'
4934	b'55101010'	b'55101010'
9811	b'33101010'	b'33101010'
6475	b'7981010'	b'7981010'
9279	b'1441010'	b'1441010'
7123	b'13101010'	b'13101010'
11226	b'210101010'	b'25101010'
9571	b'610101010'	b'610101010'
3712	b'5851010'	b'5851010'
7693	b'510101010'	b'510101010'
2575	b'80101010'	b'80101010'
3930	b'35101010'	b'35101010'
4526	b'83101010'	b'83101010'
5425	b'12101010'	b'12101010'
11552	b'27101010'	b'27101010'
9693	b'28101010'	b'28101010'
3399	b'1341010'	b'1341010'
9019	b'17101010'	b'17101010'
3819	b'35101010'	b'35101010'
6067	b'58101010'	b'58101010'
4129	b'80101010'	b'80101010'
763	b'1321010'	b'1321010'
3888	b'14101010'	b'14101010'
11201	b'77101010'	b'77101010'
3786	b'10101010'	b'10101010'
3329	b'8151010'	b'8151010'
12076	b'27101010'	b'27101010'
609	b'210101010'	b'210101010'
