ID: ID, prediction: prediction, label: label
ID: 9330, prediction: b'1281010', label: b'1201010'
ID: 12959, prediction: b'1411010', label: b'1471010'
ID: 9125, prediction: b'7121010', label: b'1121010'
ID: 334, prediction: b'1071010', label: b'7101010'
ID: 161, prediction: b'4151010', label: b'15101010'
ID: 6871, prediction: b'510101010', label: b'50101010'
ID: 9581, prediction: b'44101010', label: b'84101010'
ID: 10425, prediction: b'283910', label: b'283810'
ID: 5470, prediction: b'1481010', label: b'48101010'
ID: 2116, prediction: b'7761010', label: b'76101010'
ID: 4132, prediction: b'733410', label: b'7341010'
ID: 813, prediction: b'310101010', label: b'510101010'
ID: 8918, prediction: b'19101010', label: b'1911010'
ID: 279, prediction: b'77101010', label: b'47101010'
ID: 769, prediction: b'210101010', label: b'110101010'
ID: 483, prediction: b'75101010', label: b'73101010'
ID: 5843, prediction: b'1741010', label: b'710101010'
ID: 11226, prediction: b'210101010', label: b'25101010'
ID: 8631, prediction: b'84101010', label: b'24101010'
ID: 4305, prediction: b'86101010', label: b'26101010'
ID: 6145, prediction: b'67101010', label: b'57101010'
ID: 8056, prediction: b'14101010', label: b'110101010'
ID: 11735, prediction: b'51101010', label: b'57101010'
ID: 3827, prediction: b'2511010', label: b'25101010'
ID: 5693, prediction: b'98101010', label: b'96101010'
ID: 4687, prediction: b'710101010', label: b'110101010'
ID: 4088, prediction: b'3051010', label: b'4301010'
ID: 1564, prediction: b'13101010', label: b'12101010'
ID: 11758, prediction: b'24101010', label: b'22101010'
ID: 6105, prediction: b'1301010', label: b'1101010'
ID: 3085, prediction: b'44101010', label: b'1491010'
ID: 1677, prediction: b'19101010', label: b'79101010'
ID: 2382, prediction: b'110101010', label: b'610101010'
ID: 3012, prediction: b'20101010', label: b'30101010'
ID: 7017, prediction: b'110101010', label: b'810101010'
ID: 3397, prediction: b'12101010', label: b'210101010'
ID: 10996, prediction: b'4251010', label: b'25101010'
ID: 12168, prediction: b'4711010', label: b'73101010'
ID: 3681, prediction: b'133310', label: b'169110'
ID: 12207, prediction: b'910101010', label: b'810101010'
ID: 7300, prediction: b'45101010', label: b'49101010'
ID: 3602, prediction: b'82101010', label: b'83101010'
ID: 5829, prediction: b'765110', label: b'7691010'
ID: 8163, prediction: b'10101010', label: b'13101010'
ID: 2970, prediction: b'11101010', label: b'1141010'
ID: 12039, prediction: b'1151010', label: b'15101010'
ID: 8252, prediction: b'9901010', label: b'190410'
ID: 2381, prediction: b'3771010', label: b'3391010'
ID: 7787, prediction: b'9571010', label: b'9371010'
ID: 10494, prediction: b'69101010', label: b'39101010'
ID: 12276, prediction: b'77101010', label: b'710101010'
ID: 10783, prediction: b'15101010', label: b'35101010'
ID: 7950, prediction: b'21101010', label: b'210101010'
ID: 197, prediction: b'36101010', label: b'96101010'
ID: 193, prediction: b'210101010', label: b'610101010'
ID: 11265, prediction: b'25101010', label: b'28101010'
ID: 1787, prediction: b'42101010', label: b'12101010'
ID: 12930, prediction: b'51101010', label: b'510101010'
ID: 11380, prediction: b'79101010', label: b'19101010'
ID: 5922, prediction: b'8401010', label: b'84101010'
ID: 9656, prediction: b'23101010', label: b'2031010'
ID: 6357, prediction: b'1091010', label: b'3091010'
ID: 9934, prediction: b'710101010', label: b'110101010'
ID: 1089, prediction: b'2441010', label: b'24101010'
ID: 8197, prediction: b'51101010', label: b'31101010'
ID: 6744, prediction: b'3831010', label: b'33101010'
ID: 2568, prediction: b'26101010', label: b'20101010'
ID: 11956, prediction: b'53101010', label: b'58101010'
ID: 7825, prediction: b'70101010', label: b'1001010'
ID: 1731, prediction: b'1301010', label: b'10101010'
ID: 8403, prediction: b'178210', label: b'175210'
ID: 12497, prediction: b'40101010', label: b'28101010'
ID: 11211, prediction: b'12101010', label: b'71101010'
ID: 2471, prediction: b'210101010', label: b'410101010'
ID: 8526, prediction: b'38101010', label: b'18101010'
ID: 10903, prediction: b'3031010', label: b'3631010'
ID: 2880, prediction: b'2851010', label: b'9851010'
ID: 5603, prediction: b'110101010', label: b'710101010'
ID: 4282, prediction: b'74101010', label: b'44101010'
ID: 5311, prediction: b'22101010', label: b'23101010'
ID: 1057, prediction: b'21101010', label: b'71101010'
ID: 5506, prediction: b'710101010', label: b'110101010'
ID: 6225, prediction: b'38101010', label: b'39101010'
ID: 3398, prediction: b'60101010', label: b'63101010'
ID: 3844, prediction: b'56101010', label: b'58101010'
ID: 7426, prediction: b'33101010', label: b'20101010'
ID: 8809, prediction: b'1721010', label: b'72101010'
ID: 3608, prediction: b'12101010', label: b'22101010'
ID: 3868, prediction: b'71101010', label: b'11101010'
ID: 7636, prediction: b'610101010', label: b'56101010'
ID: 755, prediction: b'32101010', label: b'39101010'
ID: 2458, prediction: b'11101010', label: b'18101010'
ID: 12715, prediction: b'1061010', label: b'1081010'
ID: 8016, prediction: b'8121010', label: b'2121010'
ID: 3270, prediction: b'1531010', label: b'1351010'
ID: 5260, prediction: b'30101010', label: b'1301010'
ID: 3895, prediction: b'11101010', label: b'10101010'
ID: 12788, prediction: b'1291010', label: b'19101010'
ID: 1404, prediction: b'2681010', label: b'2601010'
ID: 4872, prediction: b'3431010', label: b'33101010'
ID: 3738, prediction: b'15101010', label: b'1061010'
ID: 7770, prediction: b'410101010', label: b'14101010'
ID: 2907, prediction: b'103210', label: b'193210'
ID: 1864, prediction: b'11081010', label: b'18101010'
ID: 12451, prediction: b'1111010', label: b'11101010'
ID: 12100, prediction: b'60101010', label: b'46101010'
ID: 12540, prediction: b'42101010', label: b'48101010'
ID: 11423, prediction: b'18101010', label: b'610101010'
ID: 12608, prediction: b'39101010', label: b'30101010'
ID: 8327, prediction: b'710101010', label: b'73101010'
ID: 2435, prediction: b'26101010', label: b'28101010'
ID: 6496, prediction: b'2381010', label: b'2311010'
ID: 4944, prediction: b'88101010', label: b'86101010'
ID: 6025, prediction: b'13101010', label: b'19101010'
ID: 296, prediction: b'510101010', label: b'55101010'
ID: 436, prediction: b'310101010', label: b'710101010'
ID: 3921, prediction: b'29101010', label: b'2141010'
ID: 333, prediction: b'23101010', label: b'210101010'
ID: 7180, prediction: b'1651010', label: b'1561010'
ID: 1916, prediction: b'2621010', label: b'62101010'
ID: 9292, prediction: b'1051010', label: b'85101010'
ID: 9803, prediction: b'210101010', label: b'21101010'
ID: 12118, prediction: b'9961010', label: b'96101010'
ID: 5131, prediction: b'610101010', label: b'110101010'
ID: 5611, prediction: b'110101010', label: b'16101010'
ID: 6296, prediction: b'8421010', label: b'3421010'
ID: 9797, prediction: b'79101010', label: b'73101010'
ID: 10372, prediction: b'710101010', label: b'310101010'
ID: 11131, prediction: b'47101010', label: b'17101010'
ID: 1929, prediction: b'75101010', label: b'15101010'
ID: 2556, prediction: b'610101010', label: b'710101010'
ID: 10978, prediction: b'9711010', label: b'2271010'
ID: 9559, prediction: b'1511010', label: b'15101010'
ID: 10722, prediction: b'14101010', label: b'10101010'
ID: 1518, prediction: b'99101010', label: b'910101010'
ID: 2736, prediction: b'4461010', label: b'46101010'
ID: 772, prediction: b'210101010', label: b'510101010'
ID: 2470, prediction: b'56101010', label: b'35101010'
ID: 11224, prediction: b'103010', label: b'193010'
ID: 2239, prediction: b'6661010', label: b'1661010'
ID: 2257, prediction: b'37101010', label: b'31101010'
ID: 11929, prediction: b'18101010', label: b'13101010'
ID: 12550, prediction: b'48101010', label: b'410101010'
ID: 6, prediction: b'11101010', label: b'110101010'
ID: 10797, prediction: b'66101010', label: b'16101010'
ID: 10770, prediction: b'5411010', label: b'54101010'
ID: 4851, prediction: b'22101010', label: b'52101010'
ID: 1880, prediction: b'81101010', label: b'31101010'
ID: 3359, prediction: b'710101010', label: b'67101010'
ID: 424, prediction: b'32101010', label: b'210101010'
ID: 841, prediction: b'40101010', label: b'32101010'
ID: 11307, prediction: b'2371010', label: b'2571010'
ID: 10036, prediction: b'18101010', label: b'84101010'
ID: 3975, prediction: b'44101010', label: b'48101010'
ID: 12262, prediction: b'2901010', label: b'2301010'
ID: 9912, prediction: b'1661010', label: b'16101010'
ID: 12382, prediction: b'87101010', label: b'810101010'
ID: 6085, prediction: b'1791010', label: b'19101010'
ID: 7383, prediction: b'108310', label: b'198310'
ID: 11258, prediction: b'10101010', label: b'28101010'
ID: 6384, prediction: b'19101010', label: b'910101010'
ID: 420, prediction: b'2001010', label: b'2081010'
ID: 10014, prediction: b'710101010', label: b'67101010'
ID: 157, prediction: b'310101010', label: b'610101010'
ID: 6406, prediction: b'62101010', label: b'67101010'
ID: 11465, prediction: b'14101010', label: b'24101010'
ID: 2805, prediction: b'3281010', label: b'3261010'
ID: 3122, prediction: b'3261010', label: b'3251010'
ID: 562, prediction: b'80101010', label: b'83101010'
ID: 5604, prediction: b'37101010', label: b'17101010'
ID: 1467, prediction: b'110101010', label: b'710101010'
ID: 4926, prediction: b'2881010', label: b'28101010'
ID: 10383, prediction: b'23101010', label: b'25101010'
ID: 9473, prediction: b'710101010', label: b'17101010'
ID: 11479, prediction: b'113110', label: b'1131010'
ID: 2254, prediction: b'1311010', label: b'13101010'
ID: 1956, prediction: b'35101010', label: b'93101010'
ID: 517, prediction: b'1461010', label: b'1481010'
ID: 8970, prediction: b'3251010', label: b'3231010'
ID: 1906, prediction: b'26101010', label: b'19101010'
ID: 4050, prediction: b'9001010', label: b'190310'
ID: 556, prediction: b'110101010', label: b'16101010'
ID: 6654, prediction: b'79101010', label: b'70101010'
ID: 3780, prediction: b'31101010', label: b'37101010'
ID: 2800, prediction: b'9051010', label: b'9061010'
ID: 6930, prediction: b'2131010', label: b'110101010'
ID: 11476, prediction: b'43101010', label: b'53101010'
ID: 7233, prediction: b'27101010', label: b'2711010'
ID: 6136, prediction: b'61101010', label: b'81101010'
ID: 12620, prediction: b'2211010', label: b'2311010'
ID: 9991, prediction: b'39101010', label: b'38101010'
ID: 8000, prediction: b'17101010', label: b'710101010'
ID: 1091, prediction: b'34101010', label: b'75101010'
ID: 1475, prediction: b'110101010', label: b'12101010'
ID: 444, prediction: b'21101010', label: b'29101010'
ID: 8797, prediction: b'68101010', label: b'55101010'
ID: 2804, prediction: b'1881010', label: b'18101010'
ID: 9498, prediction: b'110101010', label: b'12101010'
ID: 2198, prediction: b'3131010', label: b'9121010'
ID: 11921, prediction: b'27101010', label: b'42101010'
ID: 7461, prediction: b'44101010', label: b'14101010'
ID: 6972, prediction: b'292310', label: b'292210'
ID: 9377, prediction: b'11101010', label: b'13101010'
ID: 4324, prediction: b'810101010', label: b'110101010'
ID: 4596, prediction: b'2711010', label: b'27101010'
ID: 4041, prediction: b'78101010', label: b'710101010'
ID: 2702, prediction: b'1631010', label: b'13101010'
ID: 2760, prediction: b'3671010', label: b'7671010'
ID: 1700, prediction: b'45101010', label: b'42101010'
ID: 767, prediction: b'59101010', label: b'32101010'
ID: 8465, prediction: b'1211010', label: b'1241010'
ID: 3439, prediction: b'90101010', label: b'15101010'
ID: 5020, prediction: b'1631010', label: b'16101010'
ID: 6092, prediction: b'310101010', label: b'610101010'
ID: 5391, prediction: b'8451010', label: b'8751010'
ID: 10281, prediction: b'3021010', label: b'2021010'
ID: 6516, prediction: b'2091010', label: b'2051010'
ID: 6644, prediction: b'24101010', label: b'3401010'
ID: 3276, prediction: b'3761010', label: b'3741010'
ID: 2278, prediction: b'23101010', label: b'32101010'
ID: 6431, prediction: b'81101010', label: b'91101010'
ID: 1558, prediction: b'4711010', label: b'47101010'
ID: 21, prediction: b'2431010', label: b'1291010'
ID: 4845, prediction: b'910101010', label: b'19101010'
ID: 7380, prediction: b'12101010', label: b'17101010'
ID: 1146, prediction: b'13101010', label: b'30101010'
ID: 8598, prediction: b'48101010', label: b'18101010'
ID: 5049, prediction: b'510101010', label: b'310101010'
ID: 527, prediction: b'103510', label: b'195510'
ID: 3098, prediction: b'6621010', label: b'62101010'
ID: 4766, prediction: b'24101010', label: b'94101010'
ID: 2984, prediction: b'13101010', label: b'12101010'
ID: 2425, prediction: b'110101010', label: b'12101010'
ID: 3689, prediction: b'134910', label: b'3491010'
ID: 12002, prediction: b'410101010', label: b'110101010'
ID: 5636, prediction: b'2371010', label: b'2311010'
ID: 923, prediction: b'16101010', label: b'610101010'
ID: 7988, prediction: b'66101010', label: b'610101010'
ID: 4769, prediction: b'38101010', label: b'36101010'
ID: 10746, prediction: b'1171010', label: b'1471010'
ID: 5431, prediction: b'10101010', label: b'110101010'
ID: 10080, prediction: b'16101010', label: b'15101010'
ID: 6288, prediction: b'62101010', label: b'82101010'
ID: 5487, prediction: b'3841010', label: b'34101010'
ID: 4293, prediction: b'16101010', label: b'15101010'
ID: 12020, prediction: b'6511010', label: b'6541010'
ID: 4327, prediction: b'83101010', label: b'10101010'
ID: 7933, prediction: b'1751010', label: b'1731010'
ID: 10385, prediction: b'15101010', label: b'18101010'
ID: 7314, prediction: b'189210', label: b'18990'
ID: 7819, prediction: b'510101010', label: b'110101010'
ID: 4770, prediction: b'22101010', label: b'2421010'
ID: 5545, prediction: b'110101010', label: b'20101010'
ID: 810, prediction: b'44101010', label: b'410101010'
ID: 2809, prediction: b'27101010', label: b'24101010'
ID: 7588, prediction: b'86101010', label: b'88101010'
ID: 5517, prediction: b'78101010', label: b'79101010'
ID: 11132, prediction: b'2361010', label: b'2701010'
ID: 5520, prediction: b'11101010', label: b'1141010'
ID: 12767, prediction: b'44101010', label: b'84101010'
ID: 2896, prediction: b'4431010', label: b'43101010'
ID: 2071, prediction: b'14101010', label: b'74101010'
ID: 9538, prediction: b'34101010', label: b'310101010'
ID: 8519, prediction: b'8881010', label: b'8841010'
ID: 12860, prediction: b'11101010', label: b'72101010'
ID: 6857, prediction: b'70101010', label: b'79101010'
ID: 9984, prediction: b'47101010', label: b'17101010'
ID: 3491, prediction: b'4481010', label: b'1481010'
ID: 10576, prediction: b'74101010', label: b'14101010'
ID: 340, prediction: b'68101010', label: b'88101010'
ID: 9029, prediction: b'111910', label: b'177910'
ID: 2187, prediction: b'410101010', label: b'42101010'
ID: 2532, prediction: b'1001010', label: b'3301010'
ID: 11363, prediction: b'62101010', label: b'52101010'
ID: 12319, prediction: b'27101010', label: b'2271010'
ID: 10083, prediction: b'1421010', label: b'1121010'
ID: 2232, prediction: b'70101010', label: b'710101010'
ID: 7782, prediction: b'810101010', label: b'610101010'
ID: 3003, prediction: b'4491010', label: b'6481010'
ID: 3096, prediction: b'17101010', label: b'1701010'
ID: 2632, prediction: b'1261010', label: b'26101010'
ID: 5114, prediction: b'79101010', label: b'19101010'
ID: 3063, prediction: b'39101010', label: b'09101010'
ID: 11733, prediction: b'11101010', label: b'50101010'
ID: 6146, prediction: b'77101010', label: b'27101010'
ID: 7675, prediction: b'47101010', label: b'410101010'
ID: 1400, prediction: b'40101010', label: b'44101010'
ID: 11968, prediction: b'80101010', label: b'10101010'
ID: 9634, prediction: b'35101010', label: b'510101010'
ID: 12050, prediction: b'3061010', label: b'30101010'
ID: 1115, prediction: b'36101010', label: b'60101010'
ID: 6841, prediction: b'24101010', label: b'210101010'
ID: 11836, prediction: b'30101010', label: b'40101010'
ID: 9990, prediction: b'15101010', label: b'13101010'
ID: 2025, prediction: b'20101010', label: b'29101010'
ID: 9330, prediction: b'1281010', label: b'1201010'
ID: 12959, prediction: b'1401010', label: b'1471010'
ID: 1127, prediction: b'28101010', label: b'210101010'
ID: 9125, prediction: b'7121010', label: b'1121010'
ID: 334, prediction: b'1071010', label: b'7101010'
ID: 161, prediction: b'2151010', label: b'15101010'
ID: 8989, prediction: b'510101010', label: b'15101010'
ID: 10425, prediction: b'283910', label: b'283810'
ID: 8433, prediction: b'47101010', label: b'410101010'
ID: 2116, prediction: b'7701010', label: b'76101010'
ID: 4132, prediction: b'733410', label: b'7341010'
ID: 10756, prediction: b'12101010', label: b'1241010'
ID: 813, prediction: b'310101010', label: b'510101010'
ID: 8918, prediction: b'19101010', label: b'1911010'
ID: 279, prediction: b'77101010', label: b'47101010'
ID: 483, prediction: b'75101010', label: b'73101010'
ID: 5843, prediction: b'7441010', label: b'710101010'
ID: 4934, prediction: b'510101010', label: b'55101010'
ID: 11226, prediction: b'29101010', label: b'25101010'
ID: 9571, prediction: b'310101010', label: b'610101010'
ID: 4526, prediction: b'82101010', label: b'83101010'
ID: 11777, prediction: b'6081010', label: b'6981010'
ID: 8747, prediction: b'310101010', label: b'710101010'
ID: 8631, prediction: b'84101010', label: b'24101010'
ID: 4305, prediction: b'86101010', label: b'26101010'
ID: 10863, prediction: b'310101010', label: b'73101010'
ID: 6145, prediction: b'67101010', label: b'57101010'
ID: 8056, prediction: b'14101010', label: b'110101010'
ID: 1825, prediction: b'3781010', label: b'5781010'
ID: 4088, prediction: b'3051010', label: b'4301010'
ID: 3573, prediction: b'13101010', label: b'110101010'
ID: 11411, prediction: b'15101010', label: b'1151010'
ID: 12963, prediction: b'1171010', label: b'17101010'
ID: 6105, prediction: b'1301010', label: b'1101010'
ID: 6880, prediction: b'22101010', label: b'12101010'
ID: 11510, prediction: b'4001010', label: b'40101010'
ID: 1677, prediction: b'19101010', label: b'79101010'
ID: 2382, prediction: b'110101010', label: b'610101010'
ID: 3012, prediction: b'20101010', label: b'30101010'
ID: 3397, prediction: b'12101010', label: b'210101010'
ID: 12168, prediction: b'41101010', label: b'73101010'
ID: 3681, prediction: b'188310', label: b'169110'
ID: 12207, prediction: b'410101010', label: b'810101010'
ID: 7300, prediction: b'45101010', label: b'49101010'
ID: 3602, prediction: b'82101010', label: b'83101010'
ID: 5829, prediction: b'765110', label: b'7691010'
ID: 6881, prediction: b'2411010', label: b'24101010'
ID: 8163, prediction: b'1331010', label: b'13101010'
ID: 8252, prediction: b'9001010', label: b'190410'
ID: 2381, prediction: b'3771010', label: b'3391010'
ID: 10494, prediction: b'69101010', label: b'39101010'
ID: 7787, prediction: b'9571010', label: b'9371010'
ID: 2897, prediction: b'21101010', label: b'41101010'
ID: 12276, prediction: b'77101010', label: b'710101010'
ID: 10783, prediction: b'1551010', label: b'35101010'
ID: 5395, prediction: b'25101010', label: b'75101010'
ID: 4276, prediction: b'26101010', label: b'25101010'
ID: 7950, prediction: b'27101010', label: b'210101010'
ID: 1787, prediction: b'410101010', label: b'12101010'
ID: 12930, prediction: b'51101010', label: b'510101010'
ID: 3400, prediction: b'37101010', label: b'27101010'
ID: 11380, prediction: b'79101010', label: b'19101010'
ID: 9656, prediction: b'23101010', label: b'2031010'
ID: 6357, prediction: b'1091010', label: b'3091010'
ID: 5986, prediction: b'75101010', label: b'710101010'
ID: 9934, prediction: b'710101010', label: b'110101010'
ID: 1089, prediction: b'2441010', label: b'24101010'
ID: 9549, prediction: b'17101010', label: b'78101010'
ID: 5229, prediction: b'2361010', label: b'2381010'
ID: 12273, prediction: b'13101010', label: b'12101010'
ID: 8197, prediction: b'51101010', label: b'31101010'
ID: 7561, prediction: b'310101010', label: b'210101010'
ID: 7825, prediction: b'70101010', label: b'1001010'
ID: 12637, prediction: b'39101010', label: b'33101010'
ID: 6862, prediction: b'97101010', label: b'47101010'
ID: 1731, prediction: b'1301010', label: b'10101010'
ID: 8403, prediction: b'178210', label: b'175210'
ID: 12497, prediction: b'70101010', label: b'28101010'
ID: 11211, prediction: b'12101010', label: b'71101010'
ID: 8526, prediction: b'38101010', label: b'18101010'
ID: 10903, prediction: b'3031010', label: b'3631010'
ID: 2880, prediction: b'2851010', label: b'9851010'
ID: 5311, prediction: b'2231010', label: b'23101010'
ID: 1057, prediction: b'21101010', label: b'71101010'
ID: 10755, prediction: b'121110', label: b'1211010'
ID: 6290, prediction: b'180010', label: b'186010'
ID: 3844, prediction: b'56101010', label: b'58101010'
ID: 10069, prediction: b'3791010', label: b'3551010'
ID: 3608, prediction: b'12101010', label: b'22101010'
ID: 731, prediction: b'19101010', label: b'910101010'
ID: 11353, prediction: b'1001010', label: b'10101010'
ID: 7636, prediction: b'610101010', label: b'56101010'
ID: 12741, prediction: b'2131010', label: b'2031010'
ID: 755, prediction: b'32101010', label: b'39101010'
ID: 2458, prediction: b'1181010', label: b'18101010'
ID: 12715, prediction: b'1961010', label: b'1081010'
ID: 2720, prediction: b'3331010', label: b'3031010'
ID: 5260, prediction: b'30101010', label: b'1301010'
ID: 12788, prediction: b'1291010', label: b'19101010'
ID: 1404, prediction: b'2681010', label: b'2601010'
ID: 9873, prediction: b'710101010', label: b'110101010'
ID: 3074, prediction: b'910101010', label: b'110101010'
ID: 4872, prediction: b'3431010', label: b'33101010'
ID: 7633, prediction: b'14101010', label: b'110101010'
ID: 3738, prediction: b'15101010', label: b'1061010'
ID: 7770, prediction: b'410101010', label: b'14101010'
ID: 11588, prediction: b'89101010', label: b'82101010'
ID: 2907, prediction: b'103210', label: b'193210'
ID: 12100, prediction: b'60101010', label: b'46101010'
ID: 12451, prediction: b'1111010', label: b'11101010'
ID: 11423, prediction: b'68101010', label: b'610101010'
ID: 12540, prediction: b'42101010', label: b'48101010'
ID: 8327, prediction: b'310101010', label: b'73101010'
ID: 6025, prediction: b'13101010', label: b'19101010'
ID: 296, prediction: b'510101010', label: b'55101010'
ID: 3921, prediction: b'21101010', label: b'2141010'
ID: 333, prediction: b'23101010', label: b'210101010'
ID: 7180, prediction: b'1301010', label: b'1561010'
ID: 1916, prediction: b'4621010', label: b'62101010'
ID: 9292, prediction: b'2051010', label: b'85101010'
ID: 12118, prediction: b'1961010', label: b'96101010'
ID: 5131, prediction: b'610101010', label: b'110101010'
ID: 5611, prediction: b'110101010', label: b'16101010'
ID: 6372, prediction: b'37101010', label: b'35101010'
ID: 10026, prediction: b'384010', label: b'184010'
ID: 11131, prediction: b'47101010', label: b'17101010'
ID: 2772, prediction: b'84101010', label: b'34101010'
ID: 1929, prediction: b'75101010', label: b'15101010'
ID: 2556, prediction: b'76101010', label: b'710101010'
ID: 10978, prediction: b'3411010', label: b'2271010'
ID: 1080, prediction: b'1681010', label: b'1611010'
ID: 9559, prediction: b'1511010', label: b'15101010'
ID: 10722, prediction: b'14101010', label: b'10101010'
ID: 583, prediction: b'24101010', label: b'64101010'
ID: 980, prediction: b'167210', label: b'167710'
ID: 859, prediction: b'8051010', label: b'7801010'
ID: 4134, prediction: b'47101010', label: b'71101010'
ID: 772, prediction: b'910101010', label: b'510101010'
ID: 2470, prediction: b'36101010', label: b'35101010'
ID: 2873, prediction: b'36101010', label: b'30101010'
ID: 2239, prediction: b'6661010', label: b'1661010'
ID: 2257, prediction: b'310101010', label: b'31101010'
ID: 11929, prediction: b'19101010', label: b'13101010'
ID: 6, prediction: b'11101010', label: b'110101010'
ID: 10797, prediction: b'610101010', label: b'16101010'
ID: 4851, prediction: b'22101010', label: b'52101010'
ID: 3359, prediction: b'710101010', label: b'67101010'
ID: 424, prediction: b'12101010', label: b'210101010'
ID: 841, prediction: b'53101010', label: b'32101010'
ID: 11307, prediction: b'2371010', label: b'2571010'
ID: 10036, prediction: b'18101010', label: b'84101010'
ID: 12262, prediction: b'2801010', label: b'2301010'
ID: 6637, prediction: b'29101010', label: b'21101010'
ID: 6085, prediction: b'17101010', label: b'19101010'
ID: 7080, prediction: b'15101010', label: b'510101010'
ID: 11258, prediction: b'10101010', label: b'28101010'
ID: 6384, prediction: b'16101010', label: b'910101010'
ID: 10014, prediction: b'610101010', label: b'67101010'
ID: 11465, prediction: b'14101010', label: b'24101010'
ID: 2805, prediction: b'3281010', label: b'3261010'
ID: 3122, prediction: b'3261010', label: b'3251010'
ID: 6879, prediction: b'3341010', label: b'3441010'
ID: 562, prediction: b'80101010', label: b'83101010'
ID: 7654, prediction: b'1551010', label: b'7551010'
ID: 5604, prediction: b'37101010', label: b'17101010'
ID: 2889, prediction: b'3511010', label: b'35101010'
ID: 1467, prediction: b'110101010', label: b'710101010'
ID: 4926, prediction: b'2881010', label: b'28101010'
ID: 10383, prediction: b'23101010', label: b'25101010'
ID: 5296, prediction: b'22101010', label: b'210101010'
ID: 222, prediction: b'51101010', label: b'510101010'
ID: 9473, prediction: b'710101010', label: b'17101010'
ID: 2254, prediction: b'1311010', label: b'13101010'
ID: 1956, prediction: b'35101010', label: b'93101010'
ID: 13025, prediction: b'310101010', label: b'210101010'
ID: 517, prediction: b'1461010', label: b'1481010'
ID: 556, prediction: b'610101010', label: b'16101010'
ID: 129, prediction: b'1431010', label: b'1141010'
ID: 1049, prediction: b'12101010', label: b'72101010'
ID: 9414, prediction: b'410101010', label: b'30101010'
ID: 101, prediction: b'17101010', label: b'12101010'
ID: 7882, prediction: b'70101010', label: b'10101010'
ID: 3780, prediction: b'31101010', label: b'37101010'
ID: 2800, prediction: b'9051010', label: b'9061010'
ID: 6930, prediction: b'2131010', label: b'110101010'
ID: 11476, prediction: b'43101010', label: b'53101010'
ID: 7233, prediction: b'27101010', label: b'2711010'
ID: 6136, prediction: b'61101010', label: b'81101010'
ID: 4829, prediction: b'31101010', label: b'37101010'
ID: 8000, prediction: b'17101010', label: b'710101010'
ID: 1091, prediction: b'310101010', label: b'75101010'
ID: 444, prediction: b'21101010', label: b'29101010'
ID: 8797, prediction: b'68101010', label: b'55101010'
ID: 2804, prediction: b'1281010', label: b'18101010'
ID: 2198, prediction: b'3131010', label: b'9121010'
ID: 11921, prediction: b'27101010', label: b'42101010'
ID: 9682, prediction: b'12101010', label: b'210101010'
ID: 13001, prediction: b'26101010', label: b'20101010'
ID: 6972, prediction: b'292310', label: b'292210'
ID: 4324, prediction: b'810101010', label: b'110101010'
ID: 4596, prediction: b'2711010', label: b'27101010'
ID: 6111, prediction: b'4221010', label: b'42101010'
ID: 2702, prediction: b'1631010', label: b'13101010'
ID: 2760, prediction: b'3671010', label: b'7671010'
ID: 1700, prediction: b'47101010', label: b'42101010'
ID: 767, prediction: b'39101010', label: b'32101010'
ID: 8465, prediction: b'1211010', label: b'1241010'
ID: 3439, prediction: b'90101010', label: b'15101010'
